"","spread_line","game_id","season","week","gameday","weekday","gametime","away_team","home_team","home_score","away_score","away_rest","home_rest","div_game","roof","surface","temp","wind","stadium_id","home_roster_id","away_roster_id","home_win","home_win_spread","season_week","elo_predicted_win_perc","elo_home","elo_away","pastYear_home_Offense_yards_gained","past4_home_Offense_yards_gained","pastYear_home_Offense_touchdown","past4_home_Offense_touchdown","pastYear_home_Offense_sack","past4_home_Offense_sack","pastYear_home_Offense_penalty_yards","past4_home_Offense_penalty_yards","pastYear_home_Offense_fumble_lost","past4_home_Offense_fumble_lost","pastYear_home_Offense_interception","past4_home_Offense_interception","pastYear_home_Defense_yards_gained","past4_home_Defense_yards_gained","pastYear_home_Defense_touchdown","past4_home_Defense_touchdown","pastYear_home_Defense_sack","past4_home_Defense_sack","pastYear_home_Defense_penalty_yards","past4_home_Defense_penalty_yards","pastYear_home_Defense_fumble_lost","past4_home_Defense_fumble_lost","pastYear_home_Defense_interception","past4_home_Defense_interception","pastYear_home_top","past4_home_top","pastYear_away_Offense_yards_gained","past4_away_Offense_yards_gained","pastYear_away_Offense_touchdown","past4_away_Offense_touchdown","pastYear_away_Offense_sack","past4_away_Offense_sack","pastYear_away_Offense_penalty_yards","past4_away_Offense_penalty_yards","pastYear_away_Offense_fumble_lost","past4_away_Offense_fumble_lost","pastYear_away_Offense_interception","past4_away_Offense_interception","pastYear_away_Defense_yards_gained","past4_away_Defense_yards_gained","pastYear_away_Defense_touchdown","past4_away_Defense_touchdown","pastYear_away_Defense_sack","past4_away_Defense_sack","pastYear_away_Defense_penalty_yards","past4_away_Defense_penalty_yards","pastYear_away_Defense_fumble_lost","past4_away_Defense_fumble_lost","pastYear_away_Defense_interception","past4_away_Defense_interception","pastYear_away_top","past4_away_top"
"198",-10,"2021_14_SEA_HOU",2021,14,"2021-12-12","Sunday","13:00","SEA","HOU",13,33,7,7,0,"open","astroturf",NA,NA,"HOU00","2021_14_HOU","2021_14_SEA",FALSE,FALSE,202114,0.462133322556313,1303.73678935255,1298.03678180228,3.86921722426765,2.70490670352453,0.0238514486953738,0.0214236351071182,0.0429005922842965,0.0421561852107809,8.496,8.14117647058823,0.00736353449655835,0.00760193503800968,0.0136065311349448,0.0117484450587422,4.31021103435223,3.82518714222809,0.0363395476483392,0.0303830911492734,0.023753193905555,0.0228974020255394,7.65810810810811,7.15602836879433,0.00558342008138545,0.00264200792602378,0.0131541591747894,0.0198150594451783,1645.5625,1487,4.61268031441652,4.02289512555391,0.0386110391293081,0.0240029542097489,0.045348535890127,0.0505908419497784,10.0638569604087,11.2538461538462,0.00561458063401572,0.0136632200886263,0.00725576574242032,0.0114475627769572,4.31625726083001,4.44022465899973,0.0252641892364756,0.0304894356779888,0.0228847365106026,0.0147098154586788,8.19906323185012,7.90196078431373,0.00510882497025684,0.00160470714094678,0.00699839037021485,0.0112329499866274,1594.47058823529,1380.25
"199",10,"2021_14_LV_KC",2021,14,"2021-12-12","Sunday","13:00","LV","KC",48,9,7,7,1,"outdoors","grass ",47,19,"KAN00","2021_14_KC","2021_14_LV",TRUE,TRUE,202114,0.481508291347633,1317.24451269122,1318.96363094583,5.04117063492064,4.9646965489885,0.0387613378684807,0.0353034510115034,0.0220379818594104,0.0182467274890916,7.89000916590284,9.25136612021858,0.00736961451247166,0.00634668782229274,0.0131802721088435,0.00912336374454581,4.71791054875161,4.34024545069826,0.0357263684958387,0.0186203977994075,0.0250355233777657,0.0330088870080406,8.28355704697987,7.67058823529412,0.00615738547939644,0.0135421074904782,0.0115704716151296,0.022852306390182,1828.21052631579,1854.33333333333,5.27234907120743,5.12199771254289,0.0353134674922601,0.0278307281738467,0.0296052631578947,0.0297369424323294,9.96462264150943,10.7872340425532,0.00493421052631579,0.00838734273732368,0.0106424148606811,0.00762485703393061,4.08381436157931,4.19923469387755,0.0318633110136227,0.0380102040816327,0.0240129300392519,0.0135204081632653,8.63552361396304,8.22287390029325,0.00507965827753406,0.00357142857142857,0.00507965827753406,0.00280612244897959,1815.9375,1688.25
"200",-4.5,"2021_14_NO_NYJ",2021,14,"2021-12-12","Sunday","13:00","NO","NYJ",9,30,10,7,0,"outdoors","fieldturf",46,13,"NYC01","2021_14_NYJ","2021_14_NO",FALSE,FALSE,202114,0.518188711867518,1342.74412208104,1353.55264521451,4.26348808030113,4.29710682492582,0.0263488080301129,0.0270771513353116,0.0365794807451018,0.0311572700296736,10.056129985229,8.61904761904762,0.00415017855419361,0.00741839762611276,0.0155390406331435,0.0114985163204748,4.50415183867141,4.32466311501097,0.0384159138607537,0.0363522406769038,0.030020987316361,0.031651519899718,8.1038961038961,7.52941176470588,0.00337622045807099,0,0.00474495848161329,0.00720777185835161,1777.6875,1756,4.54541977433544,4.3657616892911,0.0423599158538918,0.0399698340874811,0.0238095238095238,0.030920060331825,7.98335467349552,7.69948186528497,0.00468540829986613,0.00113122171945701,0.0137693631669535,0.02526395173454,4.44230289939354,4.32090428655314,0.0350585694109828,0.0340575455079272,0.0266677743623827,0.0275983558426307,7.88773148148148,6.77966101694915,0.00324000996926144,0.00411039342337052,0.0122123452687547,0.00998238402818555,1802.72222222222,1632
"201",8.5,"2021_14_JAX_TEN",2021,14,"2021-12-12","Sunday","13:00","JAX","TEN",20,0,7,14,1,"outdoors","grass ",45,0,"NAS00","2021_14_TEN","2021_14_JAX",TRUE,TRUE,202114,0.493626561162189,1325.67077228805,1311.31636161599,4.50558096980787,4.39575033200531,0.0384263494967978,0.0270030987162461,0.030192131747484,0.0274457724656928,8.44844720496894,6.38271604938272,0.0080512351326624,0.0106241699867198,0.012259835315645,0.0230190349712262,4.53881572888848,4.00394218134034,0.0395984897320195,0.0346035917652212,0.0293765540104982,0.026281208935611,9.50936768149883,8.97826086956522,0.00395984897320195,0.00569426193604906,0.00893268256745557,0,1889.64705882353,1857,4.38344794877875,4.27033271719039,0.0246620820488499,0.0180221811460259,0.0269148683898506,0.0231053604436229,8.19300699300699,7.38513513513514,0.0115010671093194,0.0194085027726433,0.0110267963006877,0.00508317929759704,4.58257645968489,4.24216327936617,0.0386468952734013,0.0365139510850844,0.0174235403151066,0.0134343782294178,8.49871794871795,7.54285714285714,0.00139017608897127,0,0.006209453197405,0.00310024112986566,1636.25,1571.25
"202",-6.5,"2021_14_DAL_WAS",2021,14,"2021-12-12","Sunday","13:00","DAL","WAS",20,27,10,7,1,"outdoors","grass ",48,17,"WAS00","2021_14_WAS","2021_14_DAL",FALSE,FALSE,202114,0.513262687234812,1339.31775241919,1334.87539381683,4.45189571637314,4.23822269807281,0.0263016227024533,0.0315845824411135,0.0301468891794201,0.0302462526766595,8.37528604118993,7.678125,0.00530646773821426,0.00535331905781585,0.0149965392601707,0.00642398286937901,4.17226962457338,4.32223001402525,0.0348122866894198,0.0301542776998597,0.0261092150170648,0.0189340813464236,8.8876404494382,10.429347826087,0.00793515358361775,0.00385694249649369,0.00716723549488055,0.00701262272089762,1862.35294117647,2256,4.96263115415658,4.77973836324916,0.0369652945924132,0.0310313355643444,0.0257465698143664,0.0255552175235777,8.09368421052632,7.12396694214876,0.00451977401129944,0.0036507453605111,0.00855528652138822,0.0109522360815333,4.76214662194538,4.6744923857868,0.0339242932438907,0.0291878172588832,0.0275994250119789,0.0307741116751269,9.09157894736842,11.0101694915254,0.00574988021082894,0.00317258883248731,0.0171538092956397,0.0171319796954315,1810.3125,1822.5
"203",13,"2021_14_DET_DEN",2021,14,"2021-12-12","Sunday","16:05","DET","DEN",38,10,7,7,0,"outdoors","grass ",63,8,"DEN00","2021_14_DEN","2021_14_DET",TRUE,TRUE,202114,0.535858411950314,1355.05955862143,1351.26755385798,4.76797533774594,4.68904593639576,0.032097198295403,0.032243816254417,0.0368120409828634,0.0141342756183746,9.08978675645342,9.46288209606987,0.00571221325596156,0.00485865724381625,0.00970169552996645,0.0141342756183746,4.35717506990169,4.2947458351132,0.0284116532876342,0.0226398974797095,0.0299449806079192,0.0273387441264417,7.91210191082803,7.64666666666667,0.00387841616307387,0.00256300726185391,0.0095607468206007,0.018368218709953,1878.875,1763,4.25621967585424,4.15016611295681,0.0253948590895014,0.0285714285714286,0.0350985857334572,0.0289036544850498,7.87226277372263,8.32996632996633,0.00712294828120161,0.00697674418604651,0.0107360379890575,0.0106312292358804,4.64366077337619,4.29492957746479,0.0329961236645552,0.0194366197183099,0.019003498156377,0.0146478873239437,8.69432918395574,8.63602941176471,0.00519996218209322,0.00676056338028169,0.00756358135577196,0.0109859154929577,1690.8125,1684
"204",9.5,"2021_14_NYG_LAC",2021,14,"2021-12-12","Sunday","16:05","NYG","LAC",37,21,7,7,0,"dome","matrixturf",NA,NA,"LAX01","2021_14_LAC","2021_14_NYG",TRUE,TRUE,202114,0.51996875548502,1343.98282793619,1312.03905014607,5.02287210824967,4.91100323624595,0.0449585333915321,0.0453074433656958,0.0268878219118289,0.0372168284789644,8.24839400428266,7.93548387096774,0.00436490615451768,0.00711974110032363,0.0118725447402881,0.0177993527508091,4.4134287661895,3.81477398015436,0.033571915473756,0.038864388092613,0.0273517382413088,0.0366593164277839,8.89651293588302,7.41833810888252,0.00639059304703476,0.00909592061742007,0.0107361963190184,0.00964718853362734,1779.0625,1720,4.34983365258595,3.67077063383493,0.0208690392176631,0.0109439124487004,0.0337735658836576,0.0291837665298678,7.21588089330025,6.74803149606299,0.00725879624962194,0.00547195622435021,0.00957757838491784,0.0164158686730506,4.52661250207262,4.04290053151101,0.03125518156193,0.0246772968868641,0.0229646824738849,0.0148063781321185,8.25232403718459,6.64761904761905,0.00555463438899022,0.00417615793470008,0.010114408887415,0.0159453302961276,1678.8125,1714.33333333333
"205",-2.5,"2021_14_SF_CIN",2021,14,"2021-12-12","Sunday","16:25","SF","CIN",23,26,7,7,0,"outdoors","fieldturf",48,9,"CIN00","2021_14_CIN","2021_14_SF",FALSE,FALSE,202114,0.490135497777409,1323.2442833235,1321.42075905852,4.86841611996251,3.81137992831541,0.045360824742268,0.0448028673835125,0.0384254920337395,0.0533154121863799,8.07305936073059,8.17964071856287,0.00712277413308341,0.0152329749103943,0.0123711340206186,0.00940860215053763,4.55501717910316,4.61650203370134,0.0312747775526385,0.0307960488088321,0.0297771121487094,0.0371876815804765,7.95727482678984,8.05263157894737,0.00669544533521276,0.0180127832655433,0.0108360496872522,0.0185938407902382,1885.625,2078,5.08091836734694,5.24983004758668,0.0410204081632653,0.0496261046906866,0.0255102040816327,0.0183548606390211,8.61447368421053,7.0377358490566,0.01,0.00101971447994562,0.0111224489795918,0.0108769544527532,3.83354070387487,3.88875103391232,0.0343938855314611,0.0388751033912324,0.0253288304301458,0.0231596360628619,10.0097902097902,9.27044025157233,0.00862068965517241,0.0194375516956162,0.00657660860291504,0.0181968569065343,1862.4375,2120
"206",3.5,"2021_14_BUF_TB",2021,14,"2021-12-12","Sunday","16:25","BUF","TB",33,27,6,7,0,"outdoors","grass ",82,4,"TAM00","2021_14_TB","2021_14_BUF",TRUE,TRUE,202114,0.510804460092073,1337.60860781142,1333.68323330906,5.74516642656759,5.25725270884306,0.0580028811888695,0.0545263893743446,0.0192584729698992,0.0101363159734359,9.40709219858156,9.27848101265823,0.00462506634316476,0.00384480950716533,0.0107665478808098,0.0181754631247815,3.84969303507162,3.83789537712895,0.0292851598334627,0.0270681265206813,0.0301319596358761,0.0416666666666667,8.28403001071811,7.4622641509434,0.00860913132453602,0.0158150851581509,0.0103732975795639,0.0109489051094891,1797.95,1706,5.03038869257951,5.00905868452146,0.0391519434628975,0.0413548641197322,0.0229681978798587,0.0315084679007483,8.9405737704918,7.83769633507853,0.0049469964664311,0.00551398188263096,0.00954063604240283,0.0137849547065774,3.57221520129987,3.5068842427333,0.0259072034663297,0.0224375318714941,0.0234699404224589,0.00917899031106578,8.12968917470525,8.31707317073171,0.00911716916410905,0.0107088220295767,0.0111030871998556,0.00356960734319225,1853.84210526316,1684.25
"207",11.5,"2021_14_CHI_GB",2021,14,"2021-12-12","Sunday","20:20","CHI","GB",45,30,7,14,1,"outdoors","grass ",36,8,"GNB00","2021_14_GB","2021_14_CHI",TRUE,TRUE,202114,0.508453903733545,1335.97466494404,1322.05966560872,5.07325746799431,5.13878246062154,0.0437411095305832,0.0366113239676458,0.0254267425320057,0.0157513835674755,8.85227272727273,8.8855421686747,0.00346728307254623,0.00170285227756492,0.00568990042674253,0.00383141762452107,4.12216461438756,4.10539845758355,0.0312702527543746,0.0342759211653813,0.0316753078418665,0.0295629820051414,8.9209726443769,12.8333333333333,0.0072099805573558,0.0089974293059126,0.0131237848347375,0.012853470437018,1968.5,2156,4.5673093625152,4.76533864541833,0.0300503734583985,0.0278884462151394,0.0424700364773319,0.0314741035856574,8.19267139479905,6.12244897959184,0.00416883793642522,0.0047808764940239,0.0143303804064617,0.0235059760956175,4.24286808347693,3.42934556065027,0.0371434041738464,0.0304293455606503,0.0328355351330653,0.0337640683618174,9.10431654676259,8.77350427350427,0.00583955581083668,0.00458524385160484,0.00641393834960751,0.00458524385160484,1793.05882352941,1777
"208",3,"2021_14_LA_ARI",2021,14,"2021-12-13","Monday","20:15","LA","ARI",23,30,8,8,1,"open","grass ",NA,NA,"PHO00","2021_14_ARI","2021_14_LA",FALSE,FALSE,202114,0.512594119698176,1338.85287323628,1339.42084708051,5.09160171643752,4.16347646145887,0.0476398984149225,0.0403517847904811,0.0287240563972327,0.0227625452664252,8.55903614457831,8.00952380952381,0.00464138716174796,0.00620796689084325,0.00989578772221736,0.00620796689084325,4.13755912961211,4.1191088260497,0.0276253547776727,0.0317052270779777,0.0408703878902554,0.0329905741216795,8.76292559899117,10.1588235294118,0.0126773888363292,0,0.0122989593188269,0.0235646958011997,1864.8125,1758.33333333333,5.2630459992269,5.36218302094818,0.04126401236954,0.0545755237045204,0.0244491689215307,0.0181918412348401,7.32516339869281,7.95061728395062,0.00318902203324314,0.00661521499448732,0.0108233475067646,0.0181918412348401,4.08620366903781,3.73752151462995,0.0293897416697866,0.0314113597246127,0.0318232871583677,0.0129087779690189,8.4150417827298,7.38666666666667,0.00421190565331337,0.00989672977624785,0.0101085735679521,0,1782.22222222222,1500.66666666667
"209",-3,"2021_15_KC_LAC",2021,15,"2021-12-16","Thursday","20:20","KC","LAC",28,34,4,4,1,"dome","matrixturf",NA,NA,"LAX01","2021_15_LAC","2021_15_KC",FALSE,FALSE,202115,0.517097715201312,1336.84676844243,1296.80830153026,5.07997798770981,5.28795632889799,0.0458589379069981,0.0487888092801092,0.0274236448683848,0.0371886728079154,8.2162471395881,6.70566037735849,0.00431074016325782,0.00716479017400205,0.0110978629734935,0.0136472193790515,4.37096916688753,3.68386460729543,0.0331301351709515,0.0381202760433782,0.0256206378655358,0.0348340453499836,8.90412621359223,6.86497890295359,0.00627263892570015,0.00690108445612882,0.00971817298347911,0.0141307919815971,1781.3125,1886.5,5.03866187367031,4.96566757493188,0.0394688577507153,0.0310626702997275,0.0214217592252953,0.0310626702997275,7.76722532588454,9.38571428571429,0.00704277015626146,0.00762942779291553,0.0117379502604358,0.0125340599455041,4.8296555239968,4.00950475237619,0.0364867817347608,0.0145072536268134,0.0253441118636662,0.0440220110055028,8.30891438658429,7.30666666666667,0.00706430704245867,0.0120060030015008,0.0115796373170199,0.0215107553776888,1844.26315789474,1817.33333333333
"210",-1,"2021_15_NE_IND",2021,15,"2021-12-18","Saturday","20:20","NE","IND",27,17,13,14,0,"closed","fieldturf",NA,NA,"IND00","2021_15_IND","2021_15_NE",TRUE,TRUE,202115,0.543224733449138,1355.0722073045,1331.28180924594,5.00724637681159,4.95751138088012,0.0431665887486364,0.0612038442083966,0.0232195730091943,0.0166919575113809,9.91237677984666,9.46341463414634,0.00677886863020103,0.0126454223571067,0.00716845878136201,0.0111279716742539,4.29042818988541,3.76357267950963,0.0331696390109417,0.0379451255107998,0.0307573016283277,0.0309398715703444,8.55633802816901,9.31707317073171,0.0136986301369863,0.0186806771745476,0.0107693633152408,0.0186806771745476,1952.17647058824,2187.66666666667,4.799663685699,4.96161698652511,0.0338607353053581,0.0261331155573704,0.0284338454482917,0.0257247856267864,8.55966209081309,9.88387096774194,0.00741420163571046,0.000816659861167824,0.00825498738821371,0.00489995916700694,4.3220600162206,3.63828867761452,0.0283860502838605,0.0203111495246327,0.0291159772911598,0.04019014693172,8.90021929824561,8.05945945945946,0.00543390105433901,0.0168539325842697,0.0167072181670722,0.0211754537597234,1772.3125,1874
"211",14,"2021_15_CAR_BUF",2021,15,"2021-12-19","Sunday","13:00","CAR","BUF",31,14,7,7,0,"outdoors","a_turf",30,8,"BUF00","2021_15_BUF","2021_15_CAR",TRUE,TRUE,202115,0.522295992578185,1340.4645486238,1343.36872417318,5.10747869526888,4.78723404255319,0.0394504848662944,0.0338983050847458,0.0246841022627094,0.0335376848178868,8.51345532831001,7.47368421052632,0.0041140170437849,0.00504868373602596,0.00888921539817808,0.0122610890732059,3.73648113954102,4.12907117008444,0.0263782643102084,0.0333735424205871,0.0237404378791875,0.0152794531564133,8.2962962962963,8.92622950819672,0.00888068231777016,0.00522718134298351,0.00914446496087224,0,1844.68421052632,1757.75,4.02290158798747,4.17054263565892,0.0293831694933564,0.0459948320413437,0.0311115912282597,0.0253229974160207,8.81470588235294,9.01307189542484,0.00529329156314141,0.00568475452196382,0.0196607972345252,0.0253229974160207,4.05278949835912,3.90627615062761,0.0323488045007032,0.0334728033472803,0.0311298640412564,0.0192468619246862,7.65521064301552,8.47417840375587,0.0070323488045007,0.0117154811715481,0.00825128926394749,0,1853.75,1438.66666666667
"212",-13,"2021_15_ARI_DET",2021,15,"2021-12-19","Sunday","13:00","ARI","DET",30,12,6,7,0,"dome","fieldturf",NA,NA,"DET00","2021_15_DET","2021_15_ARI",TRUE,TRUE,202115,0.535346416295661,1349.56366848212,1319.49604056543,4.25,4.34831460674157,0.0247479376718607,0.0301123595505618,0.0355178735105408,0.0247191011235955,7.96709585121602,8.36915887850467,0.00813473877176902,0.0121348314606742,0.0105407882676444,0.0130337078651685,4.64351949420443,4.5233251490705,0.0339304531085353,0.0305156085584006,0.0189673340358272,0.0192914766748509,8.771875,8.08542713567839,0.00516332982086407,0.00315678709224833,0.00737618545837724,0.00982111539810593,1703.5,1604.25,5.12627169359665,4.78630136986301,0.0466786355475763,0.038747553816047,0.0310335983585535,0.0297455968688845,8.51152073732719,7.48979591836735,0.00410361631187484,0,0.0113704368641532,0.0086105675146771,4.17483206448724,4.09814741821048,0.0284818629646216,0.0299566417027986,0.0367218987908643,0.043358297201419,8.8689492325856,8.45405405405405,0.0108374384236453,0,0.0116435288849082,0.0173433188805676,1838.75,1931
"213",6,"2021_15_HOU_JAX",2021,15,"2021-12-19","Sunday","13:00","HOU","JAX",16,30,7,7,1,"outdoors","grass",80,12,"JAX00","2021_15_JAX","2021_15_HOU",FALSE,FALSE,202115,0.482613855446003,1312.87542168468,1296.56223493836,4.34075008601904,3.87801418439716,0.0233971785755247,0.0099290780141844,0.0291317811675651,0.0250591016548463,8.25714285714286,6.87096774193548,0.0111251290285583,0.0156028368794326,0.0157128111021906,0.0260047281323877,4.437264228309,4.16037420648179,0.0364933573888798,0.0377547611092549,0.0203378710841397,0.0230537921817574,8.55028901734104,7.75943396226415,0.00090208299163523,0,0.00582253567328194,0.00300701637153358,1616.625,1501,4.08128140703518,3.36217552533993,0.0226130653266332,0.0185414091470952,0.0420854271356784,0.0358467243510507,8.48858447488584,7.95569620253165,0.00690954773869347,0.00453234445817882,0.0118090452261307,0.00782859497321796,4.38064068233661,4.45862884160757,0.0366954279480313,0.0361364403917595,0.0223147872656947,0.0175616345829112,7.82294617563739,7.85858585858586,0.00545472577605871,0.00168861870989531,0.012595457701081,0.0151975683890578,1656.375,1615
"214",10.5,"2021_15_NYJ_MIA",2021,15,"2021-12-19","Sunday","13:00","NYJ","MIA",31,24,7,14,1,"outdoors","grass",82,9,"MIA00","2021_15_MIA","2021_15_NYJ",TRUE,FALSE,202115,0.563624038088385,1369.41290018453,1326.48974572445,4.18102734051367,4.12317130722039,0.0284797017398509,0.0339782916470033,0.0293082021541011,0.0165172251061822,8.13746630727763,7.05369127516779,0.00642087821043911,0.00330344502123643,0.00911350455675228,0.00330344502123643,4.30611433569214,3.44358154408406,0.02886220879383,0.0164458656920968,0.0279875964061382,0.0360895386021014,8.48263888888889,7.85496183206107,0.00993877713286157,0.00411146642302421,0.00962073626461,0.0182731841023298,1849.3125,2036.33333333333,4.14159558454591,3.93530039104159,0.0248871048670346,0.0234624955563455,0.0373306573005519,0.0391041592605759,10.2616541353383,9.59113300492611,0.0039136979427998,0.00355492356914326,0.0147516307074762,0.0067543547813722,4.34563045701251,3.9760348583878,0.0358687957209156,0.0319535221496006,0.0319358137339731,0.0307431614621157,7.98521647307286,7.41176470588235,0.00291040667033745,0,0.00353968378824825,0.00605180343742435,1761.1875,1584.75
"215",-11.5,"2021_15_DAL_NYG",2021,15,"2021-12-19","Sunday","13:00","DAL","NYG",6,21,7,7,1,"outdoors","fieldturf",37,8,"NYC01","2021_15_NYG","2021_15_DAL",FALSE,FALSE,202115,0.475453199788549,1307.89083795449,1327.60155015045,4.41879827465142,3.78929640718563,0.0208646805095797,0.0134730538922156,0.0289898685926372,0.0239520958083832,7.26972010178117,6.74803149606299,0.0061189688032902,0.00449101796407186,0.0104323402547898,0.0175898203592814,4.56516762060507,4.2887573964497,0.031807031888798,0.027810650887574,0.023630417007359,0.0171597633136095,8.19844357976654,6.40277777777778,0.0053147996729354,0.00325443786982249,0.00997547015535568,0.0124260355029586,1692.125,1670.75,4.94153260681543,4.23596899224806,0.0373637778930981,0.0235658914728682,0.026811970247362,0.0334883720930233,8.34816462736374,8.09923664122137,0.00441100155682408,0.00310077519379845,0.010551807645736,0.0170542635658915,4.67035376183358,4.27641791044776,0.0339810662680618,0.0322388059701493,0.0312904833084205,0.0388059701492537,9.13819368879217,10.7398119122257,0.00847035376183358,0.0119402985074627,0.0182361733931241,0.0182089552238806,1844.6875,1774.5
"216",1,"2021_15_TEN_PIT",2021,15,"2021-12-19","Sunday","13:00","TEN","PIT",19,13,7,10,0,"outdoors","grass",32,11,"PIT00","2021_15_PIT","2021_15_TEN",TRUE,TRUE,202115,0.551233135633438,1360.68723840303,1312.54811091726,4.22707381114461,4.29910141206675,0.0293688612272683,0.0346598202824134,0.0246037148692016,0.0316645271715875,8.43411764705882,6.43548387096774,0.00622386463094428,0,0.00739083924924633,0.00556268720581943,4.42560695538058,4.96164383561644,0.0331364829396325,0.0452054794520548,0.036007217847769,0.0373287671232877,7.5582154515778,8.08813559322034,0.0046751968503937,0,0.00549540682414698,0.00993150684931507,1793.88235294118,1589,4.35589060308555,4.32733504712939,0.0368162692847125,0.0274207369323051,0.0317321178120617,0.0347043701799486,8.50591016548463,7.78064516129032,0.00718793828892006,0.00942587832047986,0.0117461430575035,0.0222793487574979,4.49858641130871,3.56734496124031,0.0382124943000456,0.0242248062015504,0.0316461468308254,0.0232558139534884,9.49708284714119,9.77272727272727,0.00364797081623347,0.00387596899224806,0.0119471044231646,0.0174418604651163,1908.11764705882,1967
"217",3,"2021_15_CIN_DEN",2021,15,"2021-12-19","Sunday","16:05","CIN","DEN",10,15,7,7,0,"outdoors","grass",61,19,"DEN00","2021_15_DEN","2021_15_CIN",FALSE,FALSE,202115,0.569620801700538,1373.65525238455,1316.80869081377,4.9330809275911,4.9234693877551,0.0331282536677709,0.0445269016697588,0.037008991954567,0.0153061224489796,9.17782909930716,8.6551724137931,0.00454330336015144,0.000463821892393321,0.00993847610033128,0.0148423005565863,4.34337000579039,3.97318205260444,0.0272148233931673,0.0216606498194946,0.0294344721096313,0.0340381640020629,7.88700564971751,7.53103448275862,0.00453580389886122,0.00928313563692625,0.00974715305925497,0.0165033522434244,1888.5625,1904.66666666667,4.92181069958848,4.14888817273606,0.0449016918152721,0.0393167902030293,0.040877914951989,0.0560747663551402,7.93051359516616,7.655,0.00557841792409694,0.0128907508862391,0.0120713305898491,0.00676764421527554,4.52378121284185,4.45426829268293,0.031679972821471,0.0323932926829268,0.0322745031425174,0.0445884146341463,8.06538895152198,8.3489932885906,0.00704943094954986,0.0148628048780488,0.0103618141668082,0.0121951219512195,1884.125,2072.75
"218",9.5,"2021_15_ATL_SF",2021,15,"2021-12-19","Sunday","16:05","ATL","SF",31,13,7,7,0,"outdoors","grass",46,0,"SFO01","2021_15_SF","2021_15_ATL",TRUE,TRUE,202115,0.46802620401762,1302.71339654827,1319.77469631128,5.10102825197165,5.13013920362577,0.0405310971348707,0.0472644868889608,0.0278526504941599,0.0314017481385562,8.70355731225296,8.01219512195122,0.00898472596585804,0.00258983489802525,0.00978336827393431,0.010359339592101,3.9170607493634,3.93928442356343,0.0344670789377956,0.0325262016624503,0.0281011276827937,0.0383086375135526,9.85797950219619,8.2375,0.00927610040014551,0.020238525478858,0.00600218261185886,0.00795084929526563,1868.625,2041.75,4.4362640423359,4.22969374167776,0.031659084578962,0.0239680426098535,0.0272955157367004,0.0356191744340879,8.05421686746988,7.09623430962343,0.00761303500139263,0.0066577896138482,0.0090985052455668,0.0133155792276964,4.56279516529256,4.4496704613541,0.0403425918514368,0.0356500898741762,0.0148082926438806,0.0149790293588975,8.15995525727069,8.32038834951456,0.00488273433122549,0.00569203115638107,0.00816457216040983,0.0155781905332534,1789.875,1883
"219",-9.5,"2021_15_GB_BAL",2021,15,"2021-12-19","Sunday","16:25","GB","BAL",30,31,7,7,0,"outdoors","grass",43,11,"BAL00","2021_15_BAL","2021_15_GB",FALSE,TRUE,202115,0.510811556698517,1332.47523525329,1350.68500061031,4.96213937940557,3.95,0.0350991933725747,0.0233516483516484,0.043746820725238,0.0596153846153846,9.70449897750511,10.9755351681957,0.00559552358113509,0.00659340659340659,0.013516459559625,0.0181318681318681,4.19581280788177,4.0755076142132,0.0270935960591133,0.0234771573604061,0.0244546094299789,0.0218908629441624,8.3406862745098,8.87939698492462,0.00457424349049965,0.00951776649746193,0.00554187192118227,0.00380710659898477,2085.44444444444,2078.5,5.09380438565959,5.47922549415087,0.0452488687782805,0.0520371117386043,0.0276714235990254,0.0250100847115773,8.94942196531792,9.23021582733813,0.00321963104768535,0.00161355385235982,0.00556909154194222,0,4.16061720498881,4.47478822105688,0.0314998401023345,0.0459862847922549,0.0303006076111289,0.0242033077853973,9.10697674418605,8.87121212121212,0.00791493444195715,0.0125050423557886,0.0145506875599616,0.0121016538926987,1968.83333333333,2085
"220",11.5,"2021_15_NO_TB",2021,15,"2021-12-19","Sunday","20:20","NO","TB",0,9,7,7,1,"outdoors","grass",75,0,"TAM00","2021_15_TB","2021_15_NO",FALSE,FALSE,202115,0.477096371410453,1309.03520818186,1347.60156928836,5.77105751391466,5.49247518411784,0.0578107606679035,0.0566762728146013,0.0204081632653061,0.016010246557797,9.08988764044944,9.36241610738255,0.00452690166975881,0.00352225424271534,0.0105380333951763,0.00992635286583413,3.90660430839002,4.12826822516149,0.0296910430839002,0.0255306059673946,0.0287698412698413,0.0396800984312519,8.26826608505998,7.14814814814815,0.00800736961451247,0.013226699477084,0.0104166666666667,0.0110735158412796,1831.5,1875,4.52685471406491,4.16599190283401,0.0419242658423493,0.0368052999631947,0.0237635239567233,0.0283400809716599,7.88540245566166,7.31932773109244,0.00405718701700155,0,0.0123647604327666,0.0217151269782849,4.18609143593046,4.17109728506787,0.0312298776561494,0.0288461538461538,0.0279298132646491,0.0299773755656109,8.47948417350528,8.6431718061674,0.00273663876368319,0.00367647058823529,0.0111880231809401,0.00961538461538462,1833.16666666667,1786.75
